1.8		2.8		22.4
2.8		3.8		21.5
3.8		4.8		16.7
4.8		5.8		10.9
5.8		6.8		5.55
6.8		7.8		2.04
7.8		8.8		0.28
8.8		9.8		0.01
9.8		10.8	0.00
10.8	11.8	0.00
11.8	12.8	0.00
12.8	13.8	0.00
13.8	14.8	0.00
14.8	15.8	0.00
15.8	16.8	0.00	
