7.500000000000000000e+00	8.500000000000000000e+00	3.990147783249999858e+00
8.500000000000000000e+00	9.500000000000000000e+00	2.985221674880000009e+00
9.500000000000000000e+00	1.050000000000000000e+01	2.985221674880000009e+00
1.050000000000000000e+01	1.150000000000000000e+01	-1.477832512320000069e-02
1.150000000000000000e+01	1.250000000000000000e+01	9.901477832509999466e-01
1.250000000000000000e+01	1.350000000000000000e+01	1.980295566499999937e+00
1.350000000000000000e+01	1.450000000000000000e+01	1.995073891629999929e+00
1.450000000000000000e+01	1.550000000000000000e+01	9.753694581280000220e-01
1.550000000000000000e+01	1.650000000000000000e+01	1.995073891629999929e+00
1.650000000000000000e+01	1.750000000000000000e+01	-1.477832512320000069e-02
1.750000000000000000e+01	1.850000000000000000e+01	0.000000000000000000e+00
1.850000000000000000e+01	1.950000000000000000e+01	-1.477832512320000069e-02
1.950000000000000000e+01	2.050000000000000000e+01	9.753694581280000220e-01
2.050000000000000000e+01	2.150000000000000000e+01	-1.477832512320000069e-02
2.150000000000000000e+01	2.250000000000000000e+01	9.901477832509999466e-01
2.250000000000000000e+01	2.350000000000000000e+01	-1.477832512320000069e-02
2.350000000000000000e+01	2.450000000000000000e+01	-1.477832512320000069e-02
2.450000000000000000e+01	2.550000000000000000e+01	-1.477832512320000069e-02
2.550000000000000000e+01	2.650000000000000000e+01	9.753694581280000220e-01
2.650000000000000000e+01	2.750000000000000000e+01	-1.477832512320000069e-02
2.750000000000000000e+01	2.850000000000000000e+01	9.901477832509999466e-01
2.850000000000000000e+01	2.950000000000000000e+01	2.985221674880000009e+00
